id,AnnotaId,verb1_id,verb1,verb2_id,verb2,verb3_id,verb3,verb4_id,verb4,adj1_id,adj1,adj2_id,adj2,adj3_id,adj3,adj4_id,adj4,FileName,Sentiment
25316,2927,SID-01396524-V,hug,NULL,NULL,NULL,NULL,NULL,NULL,SID-01519465-A,relieved,NULL,NULL,NULL,NULL,NULL,NULL,1385669297896.gif,+
25317,2928,SID-00121506-V,jump,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385669613562.gif,0
25318,2929,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1385669660505.gif,+
25319,2933,SID-02358034-V,open,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385673034235.gif,+
25320,2943,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385678919158.gif,+
25321,2944,SID-01904930-V,walk,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385679842219.gif,0
25322,2945,SID-01396524-V,hug,SID-01972298-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385682132733.gif,+
25323,2969,SID-01408760-V,dribble,NULL,NULL,NULL,NULL,NULL,NULL,SID-02226162-A,skillful,NULL,NULL,NULL,NULL,NULL,NULL,1385690914770.gif,+
25324,2995,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385695212427.gif,0
25325,7203,SID-01182021-V,feed,NULL,NULL,NULL,NULL,NULL,NULL,SID-01247240-A,hot,NULL,NULL,NULL,NULL,NULL,NULL,1385699354085.gif,+
25326,7206,SID-00014034-V,shake,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385702569013.gif,+
25327,7207,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385703344044.gif,-
25328,3006,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385703476173.gif,+
25329,3007,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385704458648.gif,+
25330,3008,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385705329740.gif,+
25331,3009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00986027-A,fat,NULL,NULL,NULL,NULL,NULL,NULL,1385710763442.gif,+
25332,3010,SID-02231473-V,pass,SID-01597662-V,dunk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385711092907.gif,+
25333,3011,SID-01400044-V,hit,SID-01370561-V,kick,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385711355913.gif,+
25334,3012,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385711948230.gif,0
25335,3031,SID-02734653-V,photograph,NULL,NULL,NULL,NULL,NULL,NULL,SID-02131072-A,sexy,NULL,NULL,NULL,NULL,NULL,NULL,1385717365348.gif,0
25336,3032,SID-00830761-V,talk,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385718873922.gif,+
25337,3034,SID-01396524-V,hug,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385720252757.gif,+
25338,3033,SID-01431723-V,kiss,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385720257967.gif,+
25339,3035,SID-01400044-V,hit,SID-01371756-V,kick,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385720631206.gif,+
25340,3036,SID-01665638-V,cook,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385720829975.gif,+
25341,7212,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385724960331.gif,+
25342,7213,SID-01072949-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-00976508-A,fast,NULL,NULL,NULL,NULL,NULL,NULL,1385727324980.gif,+
25343,7216,SID-01086103-V,run,SID-01239619-V,knock,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00805115-A,alive,NULL,NULL,1385729006432.gif,+
25344,3091,SID-00354195-V,raise,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385731569517.gif,+
25345,3094,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00241952-A,black,NULL,NULL,NULL,NULL,NULL,NULL,1385732082203.gif,+
25346,7217,SID-00013615-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-01678586-A,some,NULL,NULL,NULL,NULL,NULL,NULL,1385736416229.gif,0
25347,7219,SID-00013615-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385736526511.gif,0
25348,7221,SID-01402765-V,fly,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385736537261.gif,+
25349,7222,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385736600266.gif,0
25350,7223,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-01330506-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385736709517.gif,+
25351,7224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00064787-A,good,SID-02064427-A,one,NULL,NULL,NULL,NULL,1385736717628.gif,0
25352,7225,NULL,NULL,NULL,NULL,SID-00012267-V,make,NULL,NULL,SID-02064427-A,one,SID-02064427-A,one,NULL,NULL,NULL,NULL,1385736722928.gif,0
25353,7226,SID-01882170-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-02186470-A,two,NULL,NULL,NULL,NULL,NULL,NULL,1385736727743.gif,+
25354,7227,SID-00033599-V,look,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385736770163.gif,0
25355,7228,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385737111712.gif,+
25356,7229,SID-00096136-V,cut,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385737332531.gif,0
25357,7230,SID-00013615-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385738309753.gif,0
25358,7231,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385739018304.gif,0
25359,3131,SID-00014034-V,shake,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385739373334.gif,+
25360,3138,SID-01437011-V,throw,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385739375230.gif,+
25361,3135,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1385741257058.gif,+
25362,3139,SID-01416871-V,slap,NULL,NULL,NULL,NULL,NULL,NULL,SID-00559690-A,crowded,NULL,NULL,NULL,NULL,NULL,NULL,1385747377262.gif,-
25363,3145,SID-01168468-V,eat,SID-01438304-V,deliver,NULL,NULL,NULL,NULL,SID-01815838-A,popular,NULL,NULL,NULL,NULL,NULL,NULL,1385748269776.gif,+
25364,3151,NULL,NULL,NULL,NULL,SID-01973759-V,raise,NULL,NULL,SID-00113818-A,angry,SID-01014953-A,middle,NULL,NULL,NULL,NULL,1385748333128.gif,-
25365,3154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01361863-A,sad,SID-01365239-A,weeping,NULL,NULL,NULL,NULL,1385748339037.gif,-
25366,3156,SID-00028565-V,smile,SID-01671039-V,knit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385748343100.gif,+
25367,3159,SID-00012267-V,make,SID-00614444-V,expose,NULL,NULL,NULL,NULL,SID-01177556-A,yellow,NULL,NULL,NULL,NULL,NULL,NULL,1385748347189.gif,-
25368,3163,SID-00014034-V,shake,NULL,NULL,NULL,NULL,NULL,NULL,SID-02473141-A,tearful,NULL,NULL,NULL,NULL,NULL,NULL,1385748350711.gif,-
25369,3168,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,SID-01562992-A,flying,NULL,NULL,NULL,NULL,NULL,NULL,1385748607596.gif,+
25370,3170,SID-00158503-V,raise,SID-01671039-V,knit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385748608519.gif,-
25371,3177,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385748612935.gif,+
25372,3179,SID-00066191-V,weep,SID-01405044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385748614109.gif,-
25373,3183,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385752400087.gif,+
25374,3186,SID-00028565-V,smile,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385755500504.gif,+
25375,3192,NULL,NULL,NULL,NULL,SID-01396524-V,hug,NULL,NULL,SID-01918984-A,quiet,SID-00219809-A,lovely,NULL,NULL,NULL,NULL,1385756975419.gif,+
25376,3198,SID-01437011-V,throw,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385757205283.gif,+
25377,3200,SID-00014549-V,move,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385757206798.gif,-
25378,3202,SID-01904930-V,walk,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385762904403.gif,0
25379,3203,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385762907003.gif,+
25380,3204,SID-00177243-V,undress,SID-00052253-V,vest,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385762948104.gif,0
25381,3207,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385769029012.gif,+
25382,3208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01334398-A,intelligent,NULL,NULL,NULL,NULL,NULL,NULL,1385769965374.gif,+
25383,3209,SID-01079873-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-01459755-A,lovely,NULL,NULL,NULL,NULL,NULL,NULL,1385769982699.gif,+
25384,3210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00967897-A,crazy,NULL,NULL,NULL,NULL,NULL,NULL,1385770820462.gif,0
25385,3211,SID-01079873-V,play,SID-01561143-V,collide,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385771412269.gif,0
25386,3234,SID-02043982-V,revolve,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385779559805.gif,0
25387,3254,SID-01431723-V,kiss,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385783533864.gif,+
25388,3255,SID-01725051-V,play,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385787357924.gif,0
25389,3256,SID-00194534-V,strip,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385788745465.gif,+
25390,3257,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385788765778.gif,+
25391,3258,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385788835937.gif,+
25392,3259,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385788893546.gif,+
25393,3260,SID-00928959-V,say,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385790462217.gif,+
25394,3262,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1385799912537.gif,+
25395,3263,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-00986027-A,fat,NULL,NULL,NULL,NULL,NULL,NULL,1385804763109.gif,+
25396,3264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02137538-A,sexy,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,1385808655394.gif,+
25397,3265,SID-01400044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-00439588-A,stupid,NULL,NULL,NULL,NULL,NULL,NULL,1385811460041.gif,+
25398,3267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01646941-A,young,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,1385813567524.gif,+
25399,3268,SID-01597662-V,dunk,NULL,NULL,NULL,NULL,NULL,NULL,SID-00828661-A,athletic,NULL,NULL,NULL,NULL,NULL,NULL,1385815706549.gif,+
25400,3269,SID-00194534-V,strip,NULL,NULL,NULL,NULL,NULL,NULL,SID-00828661-A,athletic,NULL,NULL,NULL,NULL,NULL,NULL,1385817454629.gif,+
25401,3270,SID-01198101-V,smoke,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385817461063.gif,+
25402,3272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00828661-A,athletic,SID-00971660-A,cool,NULL,NULL,NULL,NULL,1385818535714.gif,+
25403,3274,SID-01904930-V,walk,SID-01643657-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385825069651.gif,+
25404,3276,SID-02231473-V,pass,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385836118855.gif,+
25405,3278,SID-01205696-V,touch,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385837820526.gif,+
25406,3279,SID-01084466-V,shoot,SID-02231473-V,pass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385866723858.gif,+
25407,3280,SID-01137138-V,shoot,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385867237331.gif,+
25408,3281,SID-01431723-V,kiss,SID-01914947-V,run,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385867431015.gif,+
25409,3285,SID-02231473-V,pass,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385874866510.gif,+
25410,3287,SID-00912048-V,shout,SID-01441382-V,bite,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385876976120.gif,0
25411,3289,SID-01408760-V,dribble,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385881114303.gif,+
25412,3290,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-00986027-A,fat,NULL,NULL,NULL,NULL,NULL,NULL,1385881850227.gif,+
25413,3291,SID-00613683-V,leave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385883664227.gif,0
25414,3292,SID-00014034-V,shake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385884670212.gif,+
25415,3293,SID-00028565-V,smile,SID-01500873-V,sow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385886266250.gif,+
25416,3295,SID-02173336-V,scream,NULL,NULL,NULL,NULL,NULL,NULL,SID-00986027-A,fat,NULL,NULL,NULL,NULL,NULL,NULL,1385886398065.gif,-
25417,3297,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1385892555008.gif,+
25418,3300,SID-01408760-V,dribble,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385899257037.gif,+
25419,3301,SID-01779165-V,scare,SID-00928959-V,say,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385903457042.gif,0
25420,3303,SID-01400044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385908883382.gif,-
25421,3304,SID-01408760-V,dribble,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385908886004.gif,+
25422,3305,SID-00121506-V,jump,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385909231098.gif,+
25423,3306,SID-01742886-V,simulate,NULL,NULL,NULL,NULL,NULL,NULL,SID-01343918-A,interesting,NULL,NULL,NULL,NULL,NULL,NULL,1385909277335.gif,+
25424,3307,SID-01205696-V,touch,SID-01914947-V,run,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385909440683.gif,+
25425,3310,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385910279559.gif,0
25426,3315,SID-00121506-V,jump,SID-00147815-V,fall,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385911290341.gif,+
25427,3316,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385911340701.gif,+
25428,3343,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385914856389.gif,+
25429,3347,NULL,NULL,NULL,NULL,SID-00028565-V,smile,NULL,NULL,SID-00971660-A,cool,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,1385916401996.gif,+
25430,3352,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385917841096.gif,+
25431,3375,SID-01914947-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-00919542-A,excited,NULL,NULL,NULL,NULL,NULL,NULL,1385921146558.gif,+
25432,3376,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1385921201744.gif,+
25433,3377,SID-01914947-V,run,SID-02321757-V,steal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385921682099.gif,-
25434,3378,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-01459755-A,lovely,NULL,NULL,NULL,NULL,NULL,NULL,1385922030952.gif,+
25435,3379,SID-00892315-V,thank,SID-01545649-V,kneel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385922371778.gif,+
25436,3398,SID-01396524-V,hug,SID-02043982-V,revolve,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385922676408.gif,0
25437,3382,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,SID-02545023-A,funny,NULL,NULL,1385923654487.gif,+
25438,3383,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385923666374.gif,+
25439,3384,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385923670513.gif,+
25440,3394,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,SID-01598319-A,normal,NULL,NULL,NULL,NULL,NULL,NULL,1385926505475.gif,-
25441,3395,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1385926512986.gif,+
25442,3397,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385927446361.gif,+
25443,3407,SID-01206218-V,touch,SID-00020133-V,wake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385928073543.gif,+
25444,3405,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-01598319-A,normal,NULL,NULL,NULL,NULL,NULL,NULL,1385929648683.gif,+
25445,3418,SID-01084466-V,shoot,SID-01149138-V,defend,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385931001005.gif,+
25446,3419,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385931661533.gif,+
25447,3420,SID-00912048-V,shout,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385932930822.gif,0
25448,3423,SID-01168468-V,eat,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385933518034.gif,+
25449,3425,SID-01904930-V,walk,SID-01396524-V,hug,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385933580619.gif,0
25450,3426,SID-01168468-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385933598778.gif,0
25451,3427,SID-01900408-V,trip,SID-02090990-V,slide,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385933818876.gif,+
25452,3429,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-01051814-A,unhappy,NULL,NULL,NULL,NULL,NULL,NULL,1385933897054.gif,+
25453,3430,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385933920008.gif,+
25454,3431,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385933953180.gif,+
25455,3432,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385934186532.gif,-
25456,3433,SID-01084466-V,shoot,SID-01408760-V,dribble,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385934268322.gif,+
25457,3435,SID-01882170-V,walk,SID-01871979-V,push,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385934361835.gif,+
25458,3436,SID-00028565-V,smile,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385934590220.gif,+
25459,3437,SID-02231473-V,pass,SID-01597662-V,dunk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385935247174.gif,+
25460,3439,SID-02124748-V,smell,SID-00020133-V,wake,SID-01168468-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385935852474.gif,+
25461,3441,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385936160164.gif,+
25462,3455,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1385937232702.gif,0
25463,3456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00162863-A,shy,NULL,NULL,NULL,NULL,NULL,NULL,1385937481535.gif,+
25464,3458,SID-01904930-V,walk,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385937685043.gif,0
25465,3459,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385938675815.gif,0
25466,3460,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385938752042.gif,+
25467,3461,SID-00031820-V,laugh,SID-01714208-V,perform,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385938828814.gif,+
25468,3463,SID-01408760-V,dribble,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385939601340.gif,+
25469,3465,SID-01396524-V,hug,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385939687562.gif,+
25470,3466,SID-02099075-V,dance,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385939697873.gif,+
25471,3467,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1385939739377.gif,+
